CE/2025/02/0004,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CARNE BOVINA,2.144
CE/2025/02/0004,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,GALINHA CAIPIRA,8.283
CE/2025/02/0004,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,QUEIJO,880
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,BOLO DE MILHO,2.232
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,CARNE BOVINA,5.360
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,CARNE CAPRINA,256
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,CARNE OVINA,504
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,CARNE SUINA,1.895
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,GALINHA CAIPIRA,376
CE/2025/02/0005,CONSELHO ESCOLAR..,11.972.847/0001-54,,TILAPIA,179
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,BOLO DE MILHO,2.232
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,CARNE BOVINA,888
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,CARNE SUINA,1.895
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,DOCE DE MAMAO,711
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,FEIJAO,3.031
CE/2025/02/0006,CONSELHO ESCOLAR MARIA D....,12.274.162/0001-05,,GALINHA CAIPIRA,1.506
CE/2025/02/0007,CONSELHO ESCOLAR DA EMEF..,07.529.171/0001-51,,BOLO DE MILHO,2.232
CE/2025/02/0007,CONSELHO ESCOLAR DA EMEF..,07.529.171/0001-51,,CAJU,677
CE/2025/02/0007,CONSELHO ESCOLAR DA EMEF..,07.529.171/0001-51,,DOCE DE CAJU,333
CE/2025/02/0007,CONSELHO ESCOLAR DA EMEF..,07.529.171/0001-51,,GALINHA CAIPIRA,4.518
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,ALFACE,41
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,BATATA,1.563
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,BOLO,1.488
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,CARNE BOVINA,1.830
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,CARNE SUINA,2.274
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,CEBOLA,158
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,COENTRO,120
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,FEIJAO,1.791
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,GALINHA CAIPIRA,753
CE/2025/02/0008,ASSOCIAÇÃO COMUNITARIA..,02.519.555/0001-70,,QUEIJO,440
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,ALFACE,180
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,BATATA,800
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,BOLO,2.976
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,CARNE BOVINA,1.608
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,CARNE SUINA,4.548
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,CEBOLA,240
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,COENTRO,240
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,FEIJAO,2.021
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,GALINHA CAIPIRA,3.012
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,MEL DE ABELHA,397
CE/2025/02/0008,E.E.F. FRANCISCA NOGUEIRA ....,38.058.760/0001-22,,QUEIJO,880
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,ALFACE,180
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,BATATA,1.000
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,BOLO,2.232
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,CARNE BOVINA,1.922
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,CEBOLA,144
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,COENTRO,144
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,FEIJAO,2.251
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,GALINHA CAIPIRA,1.506
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,MEL DE ABELHA,794
CE/2025/02/0008,UNIDADE EXERCUTORA DA..,28.200.294/0001-14,,QUEIJO,440
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,BOLO,2.232
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,CARNE BOVINA,1.072
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,DOCE DE LEITE,626
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,FEIJAO,1.010
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,GALINHA CAIPIRA,753
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,MEL DE ABELHA,397
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,OVOS DE GALINHA,740
CE/2025/02/0009,CONSELHO ESCOLAR COSME..,12.274.139/0001-02,,RAIZ DE MANDIOCA,600
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,BOLO,2.232
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CARNE OVINA,505
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CARNE SUINA,1.516
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,DOCE DE LEITE,627
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,FEIJAO,2.021
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,GALINHA CAIPIRA,1.506
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,MEL DE ABELHA,794
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,OVOS DE GALINHA,1.481
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,RAIZ DE MANDIOCA,1.500
CE/2025/02/0009,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,TILAPIA,359
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,BOLO,2.976
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CAJU,1.354
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CARNE OVINA,1.010
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CARNE SUINA,2.274
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,DOCE DE LEITE,627
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,FEIJAO,3.706
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,GALINHA CAIPIRA,1.506
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,MEL DE ABELHA,397
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,OVOS DE GALINHA,2.591
CE/2025/02/0009,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,RAIZ DE MANDIOCA,1.064
CE/2025/02/0010,CONSELHO DO POVO INDIGEN....,01.918.725/0001-26,,BOLO,2.208
CE/2025/02/0010,CONSELHO DO POVO INDIGEN....,01.918.725/0001-26,,MEL DE ABELHA,3.000
CE/2025/02/0010,CONSELHO ESCOLAR DA..,01.984.364/0001-16,,BOLO,3.000
CE/2025/02/0010,CONSELHO ESCOLAR DA..,01.984.364/0001-16,,MEL DE ABELHA,3.370
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,ALFACE,401
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,BOLO,5.208
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CARNE BOVINA,1.072
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CARNE CAPRINA,512
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CARNE SUINA,758
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CEBOLINHA,542
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,COENTRO,504
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,DOCE DE LEITE,627
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,FEIJAO,4.042
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,GALINHA CAIPIRA,1.506
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,MEL DE ABELHA,1.112
CE/2025/02/0011,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,OVOS DE GALINHA,740
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,BATATA,1.681
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,BOLO,1.488
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CARNE BOVINA,3.346
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CARNE SUINA,379
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,CEBOLINHA,271
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,DOCE DE BANANA,1.861
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,DOCE DE COCO,282
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,GALINHA CAIPIRA,1.128
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,MAMAO,1.562
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,MEL DE ABELHA,556
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,QUEIJO,1.540
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,TILAPIA,478
CE/2025/02/0012,CONSELHO ESCOLAR DA..,14.213.451/0001-11,,TRAIRA,315
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,ABOBORA,50
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,ALFACE,20
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,BISCOITO,10
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,BOLO,800
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,CEBOLINHA,30
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,COENTRO,20
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,MEL DE ABELHA,1.000
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,PIMENTAO,20
CE/2025/02/0013,ASSOCIACAO DE PAIS E..,03.183.085/0001-89,,RAIZ DE MANDIOCA,50
CE/2025/02/0013,"ASSOCIACAO DE PAIS,..",17.430.180/0001-44,,MEL DE ABELHA,1.000
CE/2025/02/0013,"ASSOCIACAO DE PAIS,..",17.430.180/0001-44,,PIMENTAO,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,BOLO,800
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,CEBOLINHA,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,COENTRO,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,MEL DE ABELHA,1.000
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,PIMENTAO,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DA..,17.792.363/0001-00,,RAIZ DE MANDIOCA,50
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,ABOBORA,50
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,ALFACE,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,BISCOITO,10
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,BOLO,800
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,CEBOLINHA,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,COENTRO,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,MEL DE ABELHA,1.000
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,PIMENTAO,20
CE/2025/02/0013,ASSOCIACAO INDIGENA DOS..,18.505.786/0001-64,,RAIZ DE MANDIOCA,50
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,ACEROLA,883
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,BOLO,2.976
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CAJU,10.840
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CARNE BOVINA,3.752
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,CARNE SUINA,758
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,FEIJAO,10.105
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,GALINHA CAIPIRA,753
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,MEL DE ABELHA,11.116
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,OVOS DE GALINHA,8.515
CE/2025/02/0014,FUNDO MUNICIPAL DE..,13.675.380/0001-06,,TILAPIA,718
CE/2025/02/0015,ASSOCIACAO DE PAIS E COM..,04.078.927/0001-03,,TILAPIA,4.667
CE/2025/02/0016,ASSOCIACAO PAIS..,01.667.725/0001-09,,MEL DE ABELHA,5.145
CE/2025/02/0017,ASSOCIAÃ§AO PROJETO..,34.086.182/0001-87,,MEL DE ABELHA,1.960
CE/2025/02/0017,ASSOCIAÇÃO DE PAIS E AMIG....,01.823.745/0001-13,,MEL DE ABELHA,1.715
CE/2025/02/0017,FUNDAÇÃO MENINO DE JESUS,07.917.769/0001-18,,MEL DE ABELHA,1.470
CE/2025/02/0017,FUNDO MUNICIPAL DE..,14.126.956/0001-49,,MEL DE ABELHA,3.185
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,BOLO,1.488
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,CARNE BOVINA,536
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,CARNE SUINA,2.274
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,CEBOLINHA,96
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,COENTRO,96
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,DOCE DE MAMAO,711
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,FEIJAO,1.010
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,GALINHA CAIPIRA,753
CE/2025/02/0018,ASSOCIAÃ‡ÃƒO CULTURAL D....,09.070.739/0001-44,,QUEIJO,440
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,ALFACE,96
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,BOLO,1.488
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,CARNE BOVINA,536
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,CARNE SUINA,1.516
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,CEBOLINHA,96
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,COENTRO,96
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,DOCE DE LEITE,627
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,FEIJAO,1.011
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,GALINHA CAIPIRA,753
CE/2025/02/0018,ASSOCIAÇÃO DAS MULHERES..,02.026.465/0001-47,,QUEIJO,440
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,ALFACE,305
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,BOLO,4.464
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,CARNE BOVINA,1.608
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,CARNE SUINA,5.306
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,CEBOLINHA,350
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,COENTRO,312
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,DOCE DE MAMAO,711
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,FEIJAO,2.021
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,GALINHA CAIPIRA,753
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,QUEIJO,880
CE/2025/02/0018,CONSELHO ESCOLAR DA..,01.976.229/0001-29,,TILAPIA,718
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,ABOBORA,2.950
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,ACEROLA,200
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,ALFACE,200
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,AMENDOIM,200
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,BATATA,308
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,BOLO,1.045
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,COENTRO,1.409
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,DOCE DE COCO,175
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,FEIJAO,700
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,MARACUJA,300
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,MEL DE ABELHA,500
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,PIMENTAO,710
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,RAIZ DE MANDIOCA,300
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,SEQUILHOS,150
CE/2025/02/0019,"ASSOCIACAO DE PAIS, ALUNO....",10.845.005/0001-79,,TOMATE,950
CE/2025/02/0019,FEDERACAO DO MOVIMENTO..,01.910.283/0001-71,,MEL DE ABELHA,4.728
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,ABOBORA,1.500
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,BANANA,21.497
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,BATATA,100
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,BOLO,4.952
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,CARNE DE FRANGO,1.180
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,CEBOLINHA,1.321
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,COENTRO,1.135
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,DOCE DE CAJU,74
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,GALINHA CAIPIRA,1.370
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,LIMAO,88
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,MAMAO,14.143
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,MELANCIA,5.300
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,OVOS DE GALINHA,950
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,PIMENTA,170
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,PIMENTAO,119
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,POLPA DE ACEROLA,151
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,POLPA DE CAJA,91
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,POLPA DE GOIABA,155
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,POLPA DE MANGA,155
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,POLPA DE MARACUJA,132
CE/2025/02/0020,10.379.758/0001-36,10.379.758/0001-36,,TOMATE,320
CE/2025/02/0021,CONSELHO ESCOLAR DA..,03.183.957/0001-09,,BANANA,3.532
CE/2025/02/0021,CONSELHO ESCOLAR DA..,03.183.957/0001-09,,BATATA,10.089
CE/2025/02/0021,CONSELHO ESCOLAR DA..,03.183.957/0001-09,,CARNE SUINA,4.548
CE/2025/02/0021,CONSELHO ESCOLAR DA..,03.183.957/0001-09,,GALINHA CAIPIRA,752
CE/2025/02/0021,CONSELHO ESCOLAR DA..,03.183.957/0001-09,,OVOS DE GALINHA,2.221
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,ALFACE,200
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,BOLO,1.116
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CAJU,347
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CARNE BOVINA,758
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CARNE SUINA,758
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,CEBOLINHA,480
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,COENTRO,445
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,DOCE DE LEITE,940
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,FEIJAO,3.030
CE/2025/02/0022,ASSOCIACAO DE P E M DA..,01.603.854/0001-25,,MEL DE ABELHA,277
